tick,day,resident,phrase_key,resident_reply_key,reply_text,schedule_reference,memory_reference,debt_reference,no_llm_call,no_autonomous_language_claim,private_workspace_hidden
0,1,Tovan,ask_schedule,greets_cautiously,Tovan greets cautiously; phrase=ask_schedule; no generated open chat.,carry water,v60:tovan:water_carry:d001:s00,water carry,True,True,True
2263,126,Nia,offer_help,names_current_task,Nia names current task; phrase=offer_help; no generated open chat.,dry cloaks,v60:nia:water_carry:d126:s13,water carry,True,True,True
2264,126,Ari,apologize,asks_for_space,Ari asks for space; phrase=apologize; no generated open chat.,map safe route,v60:ari:repair_promise:d126:s14,repair promise,True,True,True
2265,126,Fay,ask_debt,thanks_briefly,Fay thanks briefly; phrase=ask_debt; no generated open chat.,rest after rain,v60:fay:missed_greeting:d126:s15,missed greeting,True,True,True
2266,126,Milo,thank,greets_cautiously,Milo greets cautiously; phrase=thank; no generated open chat.,recover focus,v60:milo:care_favor:d126:s16,care favor,True,True,True
2267,126,Sera,request_space,accepts_bounded_help,Sera accepts bounded help; phrase=request_space; no generated open chat.,repair awning,v60:sera:route_warning:d126:s17,route warning,True,True,True
2268,127,Tovan,ask_schedule,greets_cautiously,Tovan greets cautiously; phrase=ask_schedule; no generated open chat.,carry water,v60:tovan:water_carry:d127:s00,water carry,True,True,True
2269,127,Nia,offer_help,accepts_bounded_help,Nia accepts bounded help; phrase=offer_help; no generated open chat.,dry cloaks,v60:nia:repair_promise:d127:s01,repair promise,True,True,True
2270,127,Ari,apologize,explains_debt,Ari explains debt; phrase=apologize; no generated open chat.,map safe route,v60:ari:missed_greeting:d127:s02,missed greeting,True,True,True
2271,127,Fay,ask_debt,declines_politely,Fay declines politely; phrase=ask_debt; no generated open chat.,rest after rain,v60:fay:care_favor:d127:s03,care favor,True,True,True
2272,127,Milo,thank,names_current_task,Milo names current task; phrase=thank; no generated open chat.,recover focus,v60:milo:route_warning:d127:s04,route warning,True,True,True
2273,127,Sera,request_space,asks_for_space,Sera asks for space; phrase=request_space; no generated open chat.,repair awning,v60:sera:tool_loan:d127:s05,tool loan,True,True,True
2274,127,Tovan,greet,thanks_briefly,Tovan thanks briefly; phrase=greet; no generated open chat.,sort herbs,v60:tovan:water_carry:d127:s06,water carry,True,True,True
2275,127,Nia,ask_schedule,greets_cautiously,Nia greets cautiously; phrase=ask_schedule; no generated open chat.,carry water,v60:nia:repair_promise:d127:s07,repair promise,True,True,True
2276,127,Ari,offer_help,accepts_bounded_help,Ari accepts bounded help; phrase=offer_help; no generated open chat.,dry cloaks,v60:ari:missed_greeting:d127:s08,missed greeting,True,True,True
2277,127,Fay,apologize,explains_debt,Fay explains debt; phrase=apologize; no generated open chat.,map safe route,v60:fay:care_favor:d127:s09,care favor,True,True,True
2278,127,Milo,ask_debt,declines_politely,Milo declines politely; phrase=ask_debt; no generated open chat.,rest after rain,v60:milo:route_warning:d127:s10,route warning,True,True,True
2279,127,Sera,thank,names_current_task,Sera names current task; phrase=thank; no generated open chat.,recover focus,v60:sera:tool_loan:d127:s11,tool loan,True,True,True
2280,127,Tovan,request_space,asks_for_space,Tovan asks for space; phrase=request_space; no generated open chat.,repair awning,v60:tovan:water_carry:d127:s12,water carry,True,True,True
2281,127,Nia,greet,thanks_briefly,Nia thanks briefly; phrase=greet; no generated open chat.,sort herbs,v60:nia:repair_promise:d127:s13,repair promise,True,True,True
2282,127,Ari,ask_schedule,greets_cautiously,Ari greets cautiously; phrase=ask_schedule; no generated open chat.,carry water,v60:ari:missed_greeting:d127:s14,missed greeting,True,True,True
2283,127,Fay,offer_help,accepts_bounded_help,Fay accepts bounded help; phrase=offer_help; no generated open chat.,dry cloaks,v60:fay:care_favor:d127:s15,care favor,True,True,True
2284,127,Milo,apologize,explains_debt,Milo explains debt; phrase=apologize; no generated open chat.,map safe route,v60:milo:route_warning:d127:s16,route warning,True,True,True
2285,127,Sera,ask_debt,declines_politely,Sera declines politely; phrase=ask_debt; no generated open chat.,rest after rain,v60:sera:tool_loan:d127:s17,tool loan,True,True,True
2286,128,Tovan,request_space,explains_debt,Tovan explains debt; phrase=request_space; no generated open chat.,repair awning,v60:tovan:repair_promise:d128:s00,repair promise,True,True,True
2287,128,Nia,greet,declines_politely,Nia declines politely; phrase=greet; no generated open chat.,sort herbs,v60:nia:missed_greeting:d128:s01,missed greeting,True,True,True
2288,128,Ari,ask_schedule,names_current_task,Ari names current task; phrase=ask_schedule; no generated open chat.,carry water,v60:ari:care_favor:d128:s02,care favor,True,True,True
2289,128,Fay,offer_help,asks_for_space,Fay asks for space; phrase=offer_help; no generated open chat.,dry cloaks,v60:fay:route_warning:d128:s03,route warning,True,True,True
2290,128,Milo,apologize,thanks_briefly,Milo thanks briefly; phrase=apologize; no generated open chat.,map safe route,v60:milo:tool_loan:d128:s04,tool loan,True,True,True
2291,128,Sera,ask_debt,greets_cautiously,Sera greets cautiously; phrase=ask_debt; no generated open chat.,rest after rain,v60:sera:water_carry:d128:s05,water carry,True,True,True
2292,128,Tovan,thank,accepts_bounded_help,Tovan accepts bounded help; phrase=thank; no generated open chat.,recover focus,v60:tovan:repair_promise:d128:s06,repair promise,True,True,True
2293,128,Nia,request_space,explains_debt,Nia explains debt; phrase=request_space; no generated open chat.,repair awning,v60:nia:missed_greeting:d128:s07,missed greeting,True,True,True
2294,128,Ari,greet,declines_politely,Ari declines politely; phrase=greet; no generated open chat.,sort herbs,v60:ari:care_favor:d128:s08,care favor,True,True,True
2295,128,Fay,ask_schedule,names_current_task,Fay names current task; phrase=ask_schedule; no generated open chat.,carry water,v60:fay:route_warning:d128:s09,route warning,True,True,True
2296,128,Milo,offer_help,asks_for_space,Milo asks for space; phrase=offer_help; no generated open chat.,dry cloaks,v60:milo:tool_loan:d128:s10,tool loan,True,True,True
2297,128,Sera,apologize,thanks_briefly,Sera thanks briefly; phrase=apologize; no generated open chat.,map safe route,v60:sera:water_carry:d128:s11,water carry,True,True,True
2298,128,Tovan,ask_debt,greets_cautiously,Tovan greets cautiously; phrase=ask_debt; no generated open chat.,rest after rain,v60:tovan:repair_promise:d128:s12,repair promise,True,True,True
2299,128,Nia,thank,accepts_bounded_help,Nia accepts bounded help; phrase=thank; no generated open chat.,recover focus,v60:nia:missed_greeting:d128:s13,missed greeting,True,True,True
2300,128,Ari,request_space,explains_debt,Ari explains debt; phrase=request_space; no generated open chat.,repair awning,v60:ari:care_favor:d128:s14,care favor,True,True,True
2301,128,Fay,greet,declines_politely,Fay declines politely; phrase=greet; no generated open chat.,sort herbs,v60:fay:route_warning:d128:s15,route warning,True,True,True
2302,128,Milo,ask_schedule,names_current_task,Milo names current task; phrase=ask_schedule; no generated open chat.,carry water,v60:milo:tool_loan:d128:s16,tool loan,True,True,True
2303,128,Sera,offer_help,asks_for_space,Sera asks for space; phrase=offer_help; no generated open chat.,dry cloaks,v60:sera:water_carry:d128:s17,water carry,True,True,True
2304,129,Tovan,ask_debt,names_current_task,Tovan names current task; phrase=ask_debt; no generated open chat.,rest after rain,v60:tovan:missed_greeting:d129:s00,missed greeting,True,True,True
2305,129,Nia,thank,asks_for_space,Nia asks for space; phrase=thank; no generated open chat.,recover focus,v60:nia:care_favor:d129:s01,care favor,True,True,True
2306,129,Ari,request_space,thanks_briefly,Ari thanks briefly; phrase=request_space; no generated open chat.,repair awning,v60:ari:route_warning:d129:s02,route warning,True,True,True
2307,129,Fay,greet,greets_cautiously,Fay greets cautiously; phrase=greet; no generated open chat.,sort herbs,v60:fay:tool_loan:d129:s03,tool loan,True,True,True
2308,129,Milo,ask_schedule,accepts_bounded_help,Milo accepts bounded help; phrase=ask_schedule; no generated open chat.,carry water,v60:milo:water_carry:d129:s04,water carry,True,True,True
2309,129,Sera,offer_help,explains_debt,Sera explains debt; phrase=offer_help; no generated open chat.,dry cloaks,v60:sera:repair_promise:d129:s05,repair promise,True,True,True
2310,129,Tovan,apologize,declines_politely,Tovan declines politely; phrase=apologize; no generated open chat.,map safe route,v60:tovan:missed_greeting:d129:s06,missed greeting,True,True,True
2311,129,Nia,ask_debt,names_current_task,Nia names current task; phrase=ask_debt; no generated open chat.,rest after rain,v60:nia:care_favor:d129:s07,care favor,True,True,True
2312,129,Ari,thank,asks_for_space,Ari asks for space; phrase=thank; no generated open chat.,recover focus,v60:ari:route_warning:d129:s08,route warning,True,True,True
2313,129,Fay,request_space,thanks_briefly,Fay thanks briefly; phrase=request_space; no generated open chat.,repair awning,v60:fay:tool_loan:d129:s09,tool loan,True,True,True
2314,129,Milo,greet,greets_cautiously,Milo greets cautiously; phrase=greet; no generated open chat.,sort herbs,v60:milo:water_carry:d129:s10,water carry,True,True,True
2315,129,Sera,ask_schedule,accepts_bounded_help,Sera accepts bounded help; phrase=ask_schedule; no generated open chat.,carry water,v60:sera:repair_promise:d129:s11,repair promise,True,True,True
2316,129,Tovan,offer_help,explains_debt,Tovan explains debt; phrase=offer_help; no generated open chat.,dry cloaks,v60:tovan:missed_greeting:d129:s12,missed greeting,True,True,True
2317,129,Nia,apologize,declines_politely,Nia declines politely; phrase=apologize; no generated open chat.,map safe route,v60:nia:care_favor:d129:s13,care favor,True,True,True
2318,129,Ari,ask_debt,names_current_task,Ari names current task; phrase=ask_debt; no generated open chat.,rest after rain,v60:ari:route_warning:d129:s14,route warning,True,True,True
2319,129,Fay,thank,asks_for_space,Fay asks for space; phrase=thank; no generated open chat.,recover focus,v60:fay:tool_loan:d129:s15,tool loan,True,True,True
2320,129,Milo,request_space,thanks_briefly,Milo thanks briefly; phrase=request_space; no generated open chat.,repair awning,v60:milo:water_carry:d129:s16,water carry,True,True,True
2321,129,Sera,greet,greets_cautiously,Sera greets cautiously; phrase=greet; no generated open chat.,sort herbs,v60:sera:repair_promise:d129:s17,repair promise,True,True,True
2322,130,Tovan,offer_help,thanks_briefly,Tovan thanks briefly; phrase=offer_help; no generated open chat.,dry cloaks,v60:tovan:care_favor:d130:s00,care favor,True,True,True
2323,130,Nia,apologize,greets_cautiously,Nia greets cautiously; phrase=apologize; no generated open chat.,map safe route,v60:nia:route_warning:d130:s01,route warning,True,True,True
2324,130,Ari,ask_debt,accepts_bounded_help,Ari accepts bounded help; phrase=ask_debt; no generated open chat.,rest after rain,v60:ari:tool_loan:d130:s02,tool loan,True,True,True
2325,130,Fay,thank,explains_debt,Fay explains debt; phrase=thank; no generated open chat.,recover focus,v60:fay:water_carry:d130:s03,water carry,True,True,True
2326,130,Milo,request_space,declines_politely,Milo declines politely; phrase=request_space; no generated open chat.,repair awning,v60:milo:repair_promise:d130:s04,repair promise,True,True,True
2327,130,Sera,greet,names_current_task,Sera names current task; phrase=greet; no generated open chat.,sort herbs,v60:sera:missed_greeting:d130:s05,missed greeting,True,True,True
2328,130,Tovan,ask_schedule,asks_for_space,Tovan asks for space; phrase=ask_schedule; no generated open chat.,carry water,v60:tovan:care_favor:d130:s06,care favor,True,True,True
2329,130,Nia,offer_help,thanks_briefly,Nia thanks briefly; phrase=offer_help; no generated open chat.,dry cloaks,v60:nia:route_warning:d130:s07,route warning,True,True,True
2330,130,Ari,apologize,greets_cautiously,Ari greets cautiously; phrase=apologize; no generated open chat.,map safe route,v60:ari:tool_loan:d130:s08,tool loan,True,True,True
2331,130,Fay,ask_debt,accepts_bounded_help,Fay accepts bounded help; phrase=ask_debt; no generated open chat.,rest after rain,v60:fay:water_carry:d130:s09,water carry,True,True,True
2332,130,Milo,thank,explains_debt,Milo explains debt; phrase=thank; no generated open chat.,recover focus,v60:milo:repair_promise:d130:s10,repair promise,True,True,True
2333,130,Sera,request_space,declines_politely,Sera declines politely; phrase=request_space; no generated open chat.,repair awning,v60:sera:missed_greeting:d130:s11,missed greeting,True,True,True
2334,130,Tovan,greet,names_current_task,Tovan names current task; phrase=greet; no generated open chat.,sort herbs,v60:tovan:care_favor:d130:s12,care favor,True,True,True
2335,130,Nia,ask_schedule,asks_for_space,Nia asks for space; phrase=ask_schedule; no generated open chat.,carry water,v60:nia:route_warning:d130:s13,route warning,True,True,True
2336,130,Ari,offer_help,thanks_briefly,Ari thanks briefly; phrase=offer_help; no generated open chat.,dry cloaks,v60:ari:tool_loan:d130:s14,tool loan,True,True,True
2337,130,Fay,apologize,greets_cautiously,Fay greets cautiously; phrase=apologize; no generated open chat.,map safe route,v60:fay:water_carry:d130:s15,water carry,True,True,True
2338,130,Milo,ask_debt,accepts_bounded_help,Milo accepts bounded help; phrase=ask_debt; no generated open chat.,rest after rain,v60:milo:repair_promise:d130:s16,repair promise,True,True,True
2339,130,Sera,thank,explains_debt,Sera explains debt; phrase=thank; no generated open chat.,recover focus,v60:sera:missed_greeting:d130:s17,missed greeting,True,True,True
2340,131,Tovan,greet,accepts_bounded_help,Tovan accepts bounded help; phrase=greet; no generated open chat.,sort herbs,v60:tovan:route_warning:d131:s00,route warning,True,True,True
2341,131,Nia,ask_schedule,explains_debt,Nia explains debt; phrase=ask_schedule; no generated open chat.,carry water,v60:nia:tool_loan:d131:s01,tool loan,True,True,True
2342,131,Ari,offer_help,declines_politely,Ari declines politely; phrase=offer_help; no generated open chat.,dry cloaks,v60:ari:water_carry:d131:s02,water carry,True,True,True
2343,131,Fay,apologize,names_current_task,Fay names current task; phrase=apologize; no generated open chat.,map safe route,v60:fay:repair_promise:d131:s03,repair promise,True,True,True
2344,131,Milo,ask_debt,asks_for_space,Milo asks for space; phrase=ask_debt; no generated open chat.,rest after rain,v60:milo:missed_greeting:d131:s04,missed greeting,True,True,True
