tick_id,day,session_id,settlement_id,resident_id,project_id,material_item,inventory_before,inventory_after,output_item,output_before,output_after,delta_label,ui_delta_visible,task_step_executed,material_consumed,no_magic_inventory
0,1,session-001,moss_ward,Milo,4f19e26857,dry clay,760,758,copy root ledger progress marker,0,1,-2 dry clay; +1 marker,True,True,True,True
1990,111,session-019,moss_ward,Milo,42164b006a,dry clay,644,642,drain rain path progress marker,112,114,-2 dry clay; +2 marker,True,True,True,True
1991,111,session-019,glass_harbor,Sera,b557cb5ab1,net fiber,641,640,mend fog net progress marker,114,115,-1 net fiber; +1 marker,True,True,True,True
1992,111,session-019,cinder_garden,Juno,f754fc777c,seed ink,639,638,cool ash path progress marker,114,115,-1 seed ink; +1 marker,True,True,True,True
1993,111,session-019,lichen_bridge,Luma,7017cc792d,rope fiber,641,640,repair meal ledger progress marker,114,115,-1 rope fiber; +1 marker,True,True,True,True
1994,111,session-019,orchid_engine,Dax,947f5c8b39,gear cloth,643,642,listen to valve pulse progress marker,114,115,-1 gear cloth; +1 marker,True,True,True,True
1995,111,session-019,moss_ward,Tala,f91d6085d8,moss cord,638,637,patch blanket loom progress marker,112,113,-1 moss cord; +1 marker,True,True,True,True
1996,111,session-019,glass_harbor,Nia,7d03d3d3f1,salt chalk,640,639,seal fog catcher progress marker,111,112,-1 salt chalk; +1 marker,True,True,True,True
1997,111,session-019,cinder_garden,Pax,2ac4db2919,shade reed,644,642,repair seed calendar progress marker,113,115,-2 shade reed; +2 marker,True,True,True,True
1998,112,session-019,orchid_engine,Cai,aa06bc447d,valve grease,641,640,listen to valve pulse progress marker,115,116,-1 valve grease; +1 marker,True,True,True,True
1999,112,session-019,moss_ward,Milo,214b5191fa,dry clay,642,641,patch blanket loom progress marker,113,114,-1 dry clay; +1 marker,True,True,True,True
2000,112,session-019,glass_harbor,Sera,35df557118,net fiber,640,638,seal fog catcher progress marker,112,114,-2 net fiber; +2 marker,True,True,True,True
2001,112,session-019,cinder_garden,Juno,a3cdbd8180,seed ink,638,637,repair seed calendar progress marker,115,116,-1 seed ink; +1 marker,True,True,True,True
2002,112,session-019,lichen_bridge,Luma,a72c4caf94,rope fiber,640,639,test rope bridge progress marker,114,115,-1 rope fiber; +1 marker,True,True,True,True
2003,112,session-019,orchid_engine,Dax,e5be4a3317,gear cloth,642,641,clean gear wash progress marker,114,115,-1 gear cloth; +1 marker,True,True,True,True
2004,112,session-019,moss_ward,Tala,ab7eb655b8,moss cord,637,636,copy root ledger progress marker,115,116,-1 moss cord; +1 marker,True,True,True,True
2005,112,session-019,glass_harbor,Nia,35100ce116,salt chalk,639,638,mark crossing rope progress marker,115,116,-1 salt chalk; +1 marker,True,True,True,True
2006,112,session-019,cinder_garden,Pax,cfb8cd3fed,shade reed,642,640,shade seed rows progress marker,112,113,-2 shade reed; +1 marker,True,True,True,True
2007,112,session-019,lichen_bridge,Rin,d21d02a5bc,bell tin,643,641,weave spare rope progress marker,113,115,-2 bell tin; +2 marker,True,True,True,True
2008,112,session-019,orchid_engine,Eli,3f711d3e3b,orchid oil,639,638,tend orchid lamp progress marker,115,116,-1 orchid oil; +1 marker,True,True,True,True
2009,112,session-019,moss_ward,Ari,808faa30ed,charcoal mark,638,637,raise warm-cup shelf progress marker,115,116,-1 charcoal mark; +1 marker,True,True,True,True
2010,112,session-019,glass_harbor,Oren,f949aa8fd3,lamp oil,639,638,relight public lamp progress marker,115,116,-1 lamp oil; +1 marker,True,True,True,True
2011,112,session-019,cinder_garden,Vale,6b0dbec2ed,ember basket,642,641,sort ember fruit progress marker,115,116,-1 ember basket; +1 marker,True,True,True,True
2012,112,session-019,lichen_bridge,Sol,910495b9ec,meal token,639,638,mark signal bell progress marker,114,115,-1 meal token; +1 marker,True,True,True,True
2013,112,session-019,orchid_engine,Bea,d5a5690d8e,steam seal,639,638,stabilize steam kettle progress marker,112,113,-1 steam seal; +1 marker,True,True,True,True
2014,112,session-019,moss_ward,Fay,9c82c8d116,reed bundle,641,639,drain rain path progress marker,114,116,-2 reed bundle; +2 marker,True,True,True,True
2015,112,session-019,glass_harbor,Puck,4a73f95e3d,glass bead,642,641,mend fog net progress marker,115,116,-1 glass bead; +1 marker,True,True,True,True
2016,113,session-019,lichen_bridge,Rin,48fc2b7680,bell tin,641,640,mark signal bell progress marker,115,116,-1 bell tin; +1 marker,True,True,True,True
2017,113,session-019,orchid_engine,Eli,86759406ca,orchid oil,638,636,stabilize steam kettle progress marker,113,115,-2 orchid oil; +2 marker,True,True,True,True
2018,113,session-019,moss_ward,Ari,da0f22a6f5,charcoal mark,637,636,drain rain path progress marker,116,117,-1 charcoal mark; +1 marker,True,True,True,True
2019,113,session-019,glass_harbor,Oren,9f03b2f23d,lamp oil,638,637,mend fog net progress marker,116,117,-1 lamp oil; +1 marker,True,True,True,True
2020,113,session-019,cinder_garden,Vale,58b08d67ce,ember basket,641,640,cool ash path progress marker,115,116,-1 ember basket; +1 marker,True,True,True,True
2021,113,session-019,lichen_bridge,Sol,6a6945c048,meal token,638,637,repair meal ledger progress marker,115,116,-1 meal token; +1 marker,True,True,True,True
2022,113,session-019,orchid_engine,Bea,1a39418cc8,steam seal,638,637,listen to valve pulse progress marker,116,117,-1 steam seal; +1 marker,True,True,True,True
2023,113,session-019,moss_ward,Fay,cbe617b6af,reed bundle,639,637,patch blanket loom progress marker,114,115,-2 reed bundle; +1 marker,True,True,True,True
2024,113,session-019,glass_harbor,Puck,19e61c2da4,glass bead,641,639,seal fog catcher progress marker,114,116,-2 glass bead; +2 marker,True,True,True,True
2025,113,session-019,cinder_garden,Wren,b1df32837e,cool stone,638,637,repair seed calendar progress marker,116,117,-1 cool stone; +1 marker,True,True,True,True
2026,113,session-019,lichen_bridge,Kio,0c14394478,lichen glue,638,637,test rope bridge progress marker,115,116,-1 lichen glue; +1 marker,True,True,True,True
2027,113,session-019,orchid_engine,Cai,80ecb7dbcd,valve grease,640,639,clean gear wash progress marker,115,116,-1 valve grease; +1 marker,True,True,True,True
2028,113,session-019,moss_ward,Milo,4f19e26857,dry clay,641,640,copy root ledger progress marker,116,117,-1 dry clay; +1 marker,True,True,True,True
2029,113,session-019,glass_harbor,Sera,ee1d01c438,net fiber,638,637,mark crossing rope progress marker,116,117,-1 net fiber; +1 marker,True,True,True,True
2030,113,session-019,cinder_garden,Juno,9c5554028b,seed ink,637,636,shade seed rows progress marker,113,114,-1 seed ink; +1 marker,True,True,True,True
2031,113,session-019,lichen_bridge,Luma,5fbf6bf7bd,rope fiber,639,637,weave spare rope progress marker,115,117,-2 rope fiber; +2 marker,True,True,True,True
2032,113,session-019,orchid_engine,Dax,8d36ca6708,gear cloth,641,640,tend orchid lamp progress marker,116,117,-1 gear cloth; +1 marker,True,True,True,True
2033,113,session-019,moss_ward,Tala,690cd7241e,moss cord,636,635,raise warm-cup shelf progress marker,116,117,-1 moss cord; +1 marker,True,True,True,True
2034,114,session-019,cinder_garden,Wren,81aa359945,cool stone,637,635,shade seed rows progress marker,114,116,-2 cool stone; +2 marker,True,True,True,True
2035,114,session-019,lichen_bridge,Kio,ebef679159,lichen glue,637,636,weave spare rope progress marker,117,118,-1 lichen glue; +1 marker,True,True,True,True
2036,114,session-019,orchid_engine,Cai,2fe151eb17,valve grease,639,638,tend orchid lamp progress marker,117,118,-1 valve grease; +1 marker,True,True,True,True
2037,114,session-019,moss_ward,Milo,b03af16c10,dry clay,640,639,raise warm-cup shelf progress marker,117,118,-1 dry clay; +1 marker,True,True,True,True
2038,114,session-019,glass_harbor,Sera,768a4d2ad8,net fiber,637,636,relight public lamp progress marker,116,117,-1 net fiber; +1 marker,True,True,True,True
2039,114,session-019,cinder_garden,Juno,2b1e35e8a1,seed ink,636,635,sort ember fruit progress marker,116,117,-1 seed ink; +1 marker,True,True,True,True
2040,114,session-019,lichen_bridge,Luma,450c18baea,rope fiber,637,635,mark signal bell progress marker,116,117,-2 rope fiber; +1 marker,True,True,True,True
2041,114,session-019,orchid_engine,Dax,363676d602,gear cloth,640,638,stabilize steam kettle progress marker,115,117,-2 gear cloth; +2 marker,True,True,True,True
2042,114,session-019,moss_ward,Tala,572744cec7,moss cord,635,634,drain rain path progress marker,117,118,-1 moss cord; +1 marker,True,True,True,True
2043,114,session-019,glass_harbor,Nia,2c46e6f05e,salt chalk,638,637,mend fog net progress marker,117,118,-1 salt chalk; +1 marker,True,True,True,True
2044,114,session-019,cinder_garden,Pax,1e5830ef22,shade reed,640,639,cool ash path progress marker,116,117,-1 shade reed; +1 marker,True,True,True,True
2045,114,session-019,lichen_bridge,Rin,9611f49c07,bell tin,640,639,repair meal ledger progress marker,116,117,-1 bell tin; +1 marker,True,True,True,True
2046,114,session-019,orchid_engine,Eli,a3b8dc6d55,orchid oil,636,635,listen to valve pulse progress marker,117,118,-1 orchid oil; +1 marker,True,True,True,True
2047,114,session-019,moss_ward,Ari,2378d81ec8,charcoal mark,636,635,patch blanket loom progress marker,115,116,-1 charcoal mark; +1 marker,True,True,True,True
2048,114,session-019,glass_harbor,Oren,d2b7153668,lamp oil,637,635,seal fog catcher progress marker,116,118,-2 lamp oil; +2 marker,True,True,True,True
2049,114,session-019,cinder_garden,Vale,b4da23a954,ember basket,640,639,repair seed calendar progress marker,117,118,-1 ember basket; +1 marker,True,True,True,True
2050,114,session-019,lichen_bridge,Sol,85cb036eb5,meal token,637,636,test rope bridge progress marker,116,117,-1 meal token; +1 marker,True,True,True,True
2051,114,session-019,orchid_engine,Bea,3935fa5efe,steam seal,637,636,clean gear wash progress marker,116,117,-1 steam seal; +1 marker,True,True,True,True
2052,115,session-020,glass_harbor,Nia,7d03d3d3f1,salt chalk,637,636,seal fog catcher progress marker,118,119,-1 salt chalk; +1 marker,True,True,True,True
2053,115,session-020,cinder_garden,Pax,2ac4db2919,shade reed,639,638,repair seed calendar progress marker,118,119,-1 shade reed; +1 marker,True,True,True,True
2054,115,session-020,lichen_bridge,Rin,b522b59c7e,bell tin,639,638,test rope bridge progress marker,117,118,-1 bell tin; +1 marker,True,True,True,True
2055,115,session-020,orchid_engine,Eli,e4ebf8a5c3,orchid oil,635,634,clean gear wash progress marker,117,118,-1 orchid oil; +1 marker,True,True,True,True
2056,115,session-020,moss_ward,Ari,acb2c21249,charcoal mark,635,634,copy root ledger progress marker,117,118,-1 charcoal mark; +1 marker,True,True,True,True
2057,115,session-020,glass_harbor,Oren,65ab173ea1,lamp oil,635,633,mark crossing rope progress marker,117,118,-2 lamp oil; +1 marker,True,True,True,True
2058,115,session-020,cinder_garden,Vale,7525471538,ember basket,639,637,shade seed rows progress marker,116,118,-2 ember basket; +2 marker,True,True,True,True
2059,115,session-020,lichen_bridge,Sol,032f2286f3,meal token,636,635,weave spare rope progress marker,118,119,-1 meal token; +1 marker,True,True,True,True
2060,115,session-020,orchid_engine,Bea,a0d3597080,steam seal,636,635,tend orchid lamp progress marker,118,119,-1 steam seal; +1 marker,True,True,True,True
2061,115,session-020,moss_ward,Fay,72cfe9f03b,reed bundle,637,636,raise warm-cup shelf progress marker,118,119,-1 reed bundle; +1 marker,True,True,True,True
2062,115,session-020,glass_harbor,Puck,d99abac1ce,glass bead,639,638,relight public lamp progress marker,117,118,-1 glass bead; +1 marker,True,True,True,True
2063,115,session-020,cinder_garden,Wren,efccb1106a,cool stone,635,634,sort ember fruit progress marker,117,118,-1 cool stone; +1 marker,True,True,True,True
2064,115,session-020,lichen_bridge,Kio,096f63fbc9,lichen glue,636,635,mark signal bell progress marker,117,118,-1 lichen glue; +1 marker,True,True,True,True
2065,115,session-020,orchid_engine,Cai,7b17b6bca2,valve grease,638,636,stabilize steam kettle progress marker,117,119,-2 valve grease; +2 marker,True,True,True,True
2066,115,session-020,moss_ward,Milo,42164b006a,dry clay,639,638,drain rain path progress marker,118,119,-1 dry clay; +1 marker,True,True,True,True
2067,115,session-020,glass_harbor,Sera,b557cb5ab1,net fiber,636,635,mend fog net progress marker,118,119,-1 net fiber; +1 marker,True,True,True,True
2068,115,session-020,cinder_garden,Juno,f754fc777c,seed ink,635,634,cool ash path progress marker,117,118,-1 seed ink; +1 marker,True,True,True,True
2069,115,session-020,lichen_bridge,Luma,7017cc792d,rope fiber,635,634,repair meal ledger progress marker,117,118,-1 rope fiber; +1 marker,True,True,True,True
2070,116,session-020,moss_ward,Fay,9c82c8d116,reed bundle,636,635,drain rain path progress marker,119,120,-1 reed bundle; +1 marker,True,True,True,True
2071,116,session-020,glass_harbor,Puck,4a73f95e3d,glass bead,638,637,mend fog net progress marker,119,120,-1 glass bead; +1 marker,True,True,True,True
2072,116,session-020,cinder_garden,Wren,9ee5bba78b,cool stone,634,633,cool ash path progress marker,118,119,-1 cool stone; +1 marker,True,True,True,True
2073,116,session-020,lichen_bridge,Kio,1356a31e8d,lichen glue,635,634,repair meal ledger progress marker,118,119,-1 lichen glue; +1 marker,True,True,True,True
2074,116,session-020,orchid_engine,Cai,aa06bc447d,valve grease,636,634,listen to valve pulse progress marker,118,119,-2 valve grease; +1 marker,True,True,True,True
2075,116,session-020,moss_ward,Milo,214b5191fa,dry clay,638,636,patch blanket loom progress marker,116,118,-2 dry clay; +2 marker,True,True,True,True
2076,116,session-020,glass_harbor,Sera,35df557118,net fiber,635,634,seal fog catcher progress marker,119,120,-1 net fiber; +1 marker,True,True,True,True
2077,116,session-020,cinder_garden,Juno,a3cdbd8180,seed ink,634,633,repair seed calendar progress marker,119,120,-1 seed ink; +1 marker,True,True,True,True
2078,116,session-020,lichen_bridge,Luma,a72c4caf94,rope fiber,634,633,test rope bridge progress marker,118,119,-1 rope fiber; +1 marker,True,True,True,True
2079,116,session-020,orchid_engine,Dax,e5be4a3317,gear cloth,638,637,clean gear wash progress marker,118,119,-1 gear cloth; +1 marker,True,True,True,True
2080,116,session-020,moss_ward,Tala,ab7eb655b8,moss cord,634,633,copy root ledger progress marker,118,119,-1 moss cord; +1 marker,True,True,True,True
2081,116,session-020,glass_harbor,Nia,35100ce116,salt chalk,636,635,mark crossing rope progress marker,118,119,-1 salt chalk; +1 marker,True,True,True,True
2082,116,session-020,cinder_garden,Pax,cfb8cd3fed,shade reed,638,636,shade seed rows progress marker,118,120,-2 shade reed; +2 marker,True,True,True,True
2083,116,session-020,lichen_bridge,Rin,d21d02a5bc,bell tin,638,637,weave spare rope progress marker,119,120,-1 bell tin; +1 marker,True,True,True,True
2084,116,session-020,orchid_engine,Eli,3f711d3e3b,orchid oil,634,633,tend orchid lamp progress marker,119,120,-1 orchid oil; +1 marker,True,True,True,True
2085,116,session-020,moss_ward,Ari,808faa30ed,charcoal mark,634,633,raise warm-cup shelf progress marker,119,120,-1 charcoal mark; +1 marker,True,True,True,True
2086,116,session-020,glass_harbor,Oren,f949aa8fd3,lamp oil,633,632,relight public lamp progress marker,118,119,-1 lamp oil; +1 marker,True,True,True,True
2087,116,session-020,cinder_garden,Vale,6b0dbec2ed,ember basket,637,636,sort ember fruit progress marker,118,119,-1 ember basket; +1 marker,True,True,True,True
2088,117,session-020,orchid_engine,Dax,8d36ca6708,gear cloth,637,636,tend orchid lamp progress marker,120,121,-1 gear cloth; +1 marker,True,True,True,True
2089,117,session-020,moss_ward,Tala,690cd7241e,moss cord,633,632,raise warm-cup shelf progress marker,120,121,-1 moss cord; +1 marker,True,True,True,True
2090,117,session-020,glass_harbor,Nia,24a6670b6c,salt chalk,635,634,relight public lamp progress marker,119,120,-1 salt chalk; +1 marker,True,True,True,True
2091,117,session-020,cinder_garden,Pax,9dfff354ca,shade reed,636,634,sort ember fruit progress marker,119,120,-2 shade reed; +1 marker,True,True,True,True
2092,117,session-020,lichen_bridge,Rin,48fc2b7680,bell tin,637,635,mark signal bell progress marker,118,120,-2 bell tin; +2 marker,True,True,True,True
2093,117,session-020,orchid_engine,Eli,86759406ca,orchid oil,633,632,stabilize steam kettle progress marker,119,120,-1 orchid oil; +1 marker,True,True,True,True
2094,117,session-020,moss_ward,Ari,da0f22a6f5,charcoal mark,633,632,drain rain path progress marker,120,121,-1 charcoal mark; +1 marker,True,True,True,True
