tick_id,day,settlement_id,resident_id,avatar_room,resident_room,egocentric_relation,visual_near,audible_near,smell_near,temperature_c,wetness_signal,pain_signal,tactile_signal,attention_focus,packet_source,local_not_global,private_workspace_sealed
1669,93,riverbend,Ari,plank hall,wet crossing,near-right,ridge lantern,lantern tick,mud thread,10.8,0.29,0.16092,neutral air,queued work,avatar first-person local sample,True,True
1670,93,roofward,Sera,ledger loft,ledger loft,co-present,brass hinge,sun glass hum,thyme paper,19.68,0.22,0.15912,warm edge,queued work,avatar first-person local sample,True,True
1671,93,archive,Nia,arrival court,ink niche,distant-ahead,doorway shape,muffled page flutter,ink linen,13.86,0.65,0.24164,wet sole,queued work,avatar first-person local sample,True,True
1672,93,signal,Ren,lantern walk,signal perch,distant-ahead,doorway shape,muffled static crickets,hot glass,10.14,0.3,0.15948,neutral air,queued work,avatar first-person local sample,True,True
1673,93,orchard,Ivo,satchel shed,market plank,near-left,dry cord,cart creak,mud reed,16.42,0.28,0.15912,warm edge,queued work,avatar first-person local sample,True,True
1674,94,riverbend,Ari,kit alcove,wet crossing,distant-behind,doorway shape,muffled cedar knock,warm oil,12.58,0.29,0.1692,neutral air,queued work,avatar first-person local sample,True,True
1675,94,roofward,Sera,glass stair,sun sill,distant-ahead,doorway shape,muffled sun glass hum,polished brass,17.96,0.25,0.16056,neutral air,queued work,avatar first-person local sample,True,True
1676,94,archive,Nia,ink niche,ink niche,co-present,signal spool,stone echo,cold dust,15.64,0.23,0.16056,neutral air,queued work,avatar first-person local sample,True,True
1677,94,signal,Ren,arrival court,signal perch,distant-ahead,doorway shape,muffled static crickets,salt wind,8.42,0.66,0.24092,wet sole,queued work,avatar first-person local sample,True,True
1678,94,orchard,Ivo,mud row,market plank,near-right,dry cord,cart creak,apple soil,14.7,0.67,0.24056,wet sole,queued work,avatar first-person local sample,True,True
1679,94,repair_ring,Pax,cool corner,cool corner,co-present,insulated tongs,bell hum,clean cloth,18.18,0.29,0.1584,warm edge,resident boundary,avatar first-person local sample,True,True
1680,94,riverbend,Ari,arrival court,dry ridge,distant-ahead,doorway shape,muffled river slap,mud thread,10.26,0.22,0.16596,neutral air,queued work,avatar first-person local sample,True,True
1681,94,roofward,Sera,warm lane,sun sill,distant-ahead,doorway shape,muffled hinge ticks,thyme paper,19.14,0.29,0.162,neutral air,queued work,avatar first-person local sample,True,True
1682,94,archive,Nia,memory desk,ink niche,near-left,signal spool,page flutter,wax seal,16.82,0.27,0.15948,warm edge,resident boundary,avatar first-person local sample,True,True
1683,94,signal,Ren,mast base,signal perch,distant-ahead,doorway shape,muffled rope creak,hot glass,8.88,0.28,0.16236,neutral air,queued work,avatar first-person local sample,True,True
1684,94,orchard,Ivo,market plank,market plank,co-present,dry cord,seed rattle,mud reed,15.16,0.26,0.162,neutral air,queued work,avatar first-person local sample,True,True
1685,94,repair_ring,Pax,arrival court,arrival court,co-present,insulated tongs,cool fan,stone chalk,15.14,0.22,0.15948,neutral air,queued work,avatar first-person local sample,True,True
1686,94,riverbend,Ari,plank hall,dry ridge,distant-ahead,doorway shape,muffled cedar knock,warm oil,10.72,0.26,0.16272,neutral air,queued work,avatar first-person local sample,True,True
1687,94,roofward,Sera,ledger loft,sun sill,near-right,brass hinge,paper hush,warm dust,19.6,0.24,0.15876,warm edge,queued work,avatar first-person local sample,True,True
1688,94,archive,Nia,arrival court,ink niche,distant-ahead,doorway shape,muffled stone echo,cold dust,13.78,0.67,0.24056,wet sole,queued work,avatar first-person local sample,True,True
1689,94,signal,Ren,lantern walk,signal perch,distant-ahead,doorway shape,muffled beacon pulse,lamp oil,10.06,0.32,0.15912,neutral air,queued work,avatar first-person local sample,True,True
1690,94,orchard,Ivo,satchel shed,satchel shed,co-present,dry cord,roof drip,dry twine,16.34,0.25,0.15876,warm edge,queued work,avatar first-person local sample,True,True
1691,94,repair_ring,Pax,wire bench,arrival court,near-left,insulated tongs,bell hum,clean cloth,16.32,0.26,0.1584,neutral air,resident boundary,avatar first-person local sample,True,True
1692,95,roofward,Sera,glass stair,sun sill,distant-ahead,doorway shape,muffled paper hush,thyme paper,17.88,0.27,0.1602,neutral air,queued work,avatar first-person local sample,True,True
1693,95,archive,Nia,ink niche,ink niche,co-present,signal spool,spool click,wax seal,15.56,0.25,0.15948,neutral air,queued work,avatar first-person local sample,True,True
1694,95,signal,Ren,arrival court,signal perch,distant-ahead,doorway shape,muffled beacon pulse,hot glass,8.34,0.68,0.24056,wet sole,queued work,avatar first-person local sample,True,True
1695,95,orchard,Ivo,mud row,arrival court,distant-behind,doorway shape,muffled roof drip,mud reed,14.62,0.64,0.2402,wet sole,queued work,avatar first-person local sample,True,True
1696,95,repair_ring,Pax,cool corner,arrival court,distant-behind,doorway shape,muffled cool fan,hot copper,18.1,0.26,0.15948,warm edge,resident boundary,avatar first-person local sample,True,True
1697,95,riverbend,Ari,arrival court,dry ridge,distant-ahead,doorway shape,muffled lantern tick,warm oil,10.18,0.24,0.15948,neutral air,queued work,avatar first-person local sample,True,True
1698,95,roofward,Sera,warm lane,sun sill,distant-ahead,doorway shape,muffled sun glass hum,warm dust,19.06,0.31,0.16164,neutral air,queued work,avatar first-person local sample,True,True
1699,95,archive,Nia,memory desk,ink niche,near-left,signal spool,stone echo,ink linen,16.74,0.29,0.1584,warm edge,resident boundary,avatar first-person local sample,True,True
1700,95,signal,Ren,mast base,arrival court,near-left,oil lantern,static crickets,lamp oil,9.52,0.25,0.162,neutral air,queued work,avatar first-person local sample,True,True
1701,95,orchard,Ivo,market plank,arrival court,distant-behind,doorway shape,muffled cart creak,dry twine,15.08,0.23,0.16164,neutral air,queued work,avatar first-person local sample,True,True
1702,95,repair_ring,Pax,arrival court,arrival court,co-present,insulated tongs,wire snap,clean cloth,15.06,0.24,0.16758,neutral air,queued work,avatar first-person local sample,True,True
1703,95,riverbend,Ari,plank hall,dry ridge,distant-ahead,doorway shape,muffled river slap,wet cedar,10.64,0.28,0.16092,neutral air,queued work,avatar first-person local sample,True,True
1704,95,roofward,Sera,ledger loft,sun sill,near-right,brass hinge,hinge ticks,polished brass,19.52,0.26,0.16308,warm edge,queued work,avatar first-person local sample,True,True
1705,95,archive,Nia,arrival court,memory desk,distant-ahead,doorway shape,muffled spool click,wax seal,13.7,0.64,0.23948,wet sole,queued work,avatar first-person local sample,True,True
1706,95,signal,Ren,lantern walk,arrival court,distant-behind,doorway shape,muffled rope creak,salt wind,9.98,0.29,0.1692,neutral air,queued work,avatar first-person local sample,True,True
1707,95,orchard,Ivo,satchel shed,arrival court,distant-behind,doorway shape,muffled seed rattle,apple soil,16.26,0.27,0.16308,warm edge,queued work,avatar first-person local sample,True,True
1708,95,repair_ring,Pax,wire bench,arrival court,near-left,insulated tongs,cool fan,hot copper,16.24,0.28,0.1665,neutral air,resident boundary,avatar first-person local sample,True,True
1709,95,riverbend,Ari,wet crossing,dry ridge,near-right,ridge lantern,cedar knock,mud thread,11.82,0.68,0.2492,wet sole,queued work,avatar first-person local sample,True,True
1710,96,archive,Nia,ink niche,arrival court,distant-behind,doorway shape,muffled page flutter,ink linen,15.48,0.22,0.1584,neutral air,queued work,avatar first-person local sample,True,True
1711,96,signal,Ren,arrival court,arrival court,co-present,oil lantern,rope creak,lamp oil,8.26,0.65,0.24596,wet sole,queued work,avatar first-person local sample,True,True
1712,96,orchard,Ivo,mud row,arrival court,distant-behind,doorway shape,muffled seed rattle,dry twine,14.54,0.66,0.23984,wet sole,queued work,avatar first-person local sample,True,True
1713,96,repair_ring,Pax,cool corner,arrival court,distant-behind,doorway shape,muffled wire snap,stone chalk,18.02,0.28,0.16326,warm edge,resident boundary,avatar first-person local sample,True,True
1714,96,riverbend,Ari,arrival court,dry ridge,distant-ahead,doorway shape,muffled cedar knock,wet cedar,10.1,0.26,0.16596,neutral air,queued work,avatar first-person local sample,True,True
1715,96,roofward,Sera,warm lane,arrival court,distant-behind,doorway shape,muffled paper hush,polished brass,18.98,0.28,0.15984,neutral air,queued work,avatar first-person local sample,True,True
1716,96,archive,Nia,memory desk,arrival court,distant-behind,doorway shape,muffled spool click,cold dust,16.66,0.26,0.15732,warm edge,resident boundary,avatar first-person local sample,True,True
1717,96,signal,Ren,mast base,arrival court,near-left,oil lantern,beacon pulse,salt wind,9.44,0.27,0.16272,neutral air,queued work,avatar first-person local sample,True,True
1718,96,orchard,Ivo,market plank,arrival court,distant-behind,doorway shape,muffled roof drip,apple soil,15.72,0.25,0.16128,warm edge,queued work,avatar first-person local sample,True,True
1719,96,repair_ring,Pax,arrival court,arrival court,co-present,insulated tongs,bell hum,hot copper,14.98,0.26,0.16002,neutral air,queued work,avatar first-person local sample,True,True
1720,96,riverbend,Ari,plank hall,kit alcove,distant-ahead,doorway shape,muffled lantern tick,mud thread,10.56,0.25,0.16272,neutral air,queued work,avatar first-person local sample,True,True
1721,96,roofward,Sera,ledger loft,arrival court,distant-behind,doorway shape,muffled sun glass hum,thyme paper,19.44,0.23,0.16128,warm edge,queued work,avatar first-person local sample,True,True
1722,96,archive,Nia,arrival court,arrival court,co-present,signal spool,page flutter,ink linen,13.62,0.66,0.24542,wet sole,queued work,avatar first-person local sample,True,True
1723,96,signal,Ren,lantern walk,arrival court,distant-behind,doorway shape,muffled static crickets,hot glass,9.9,0.31,0.15948,neutral air,queued work,avatar first-person local sample,True,True
1724,96,orchard,Ivo,satchel shed,arrival court,distant-behind,doorway shape,muffled cart creak,mud reed,16.18,0.29,0.16272,warm edge,queued work,avatar first-person local sample,True,True
1725,96,repair_ring,Pax,wire bench,wire bench,co-present,insulated tongs,wire snap,stone chalk,16.16,0.25,0.15894,neutral air,resident boundary,avatar first-person local sample,True,True
1726,96,riverbend,Ari,wet crossing,kit alcove,distant-ahead,doorway shape,muffled river slap,warm oil,11.74,0.65,0.23948,wet sole,queued work,avatar first-person local sample,True,True
1727,96,roofward,Sera,sun sill,arrival court,distant-behind,doorway shape,muffled hinge ticks,warm dust,20.62,0.27,0.16272,warm edge,queued work,avatar first-person local sample,True,True
1728,97,signal,Ren,arrival court,arrival court,co-present,oil lantern,static crickets,salt wind,8.18,0.67,0.24092,wet sole,queued work,avatar first-person local sample,True,True
1729,97,orchard,Ivo,mud row,arrival court,distant-behind,doorway shape,muffled cart creak,apple soil,14.46,0.68,0.23948,wet sole,queued work,avatar first-person local sample,True,True
1730,97,repair_ring,Pax,cool corner,spark lane,distant-behind,doorway shape,muffled bell hum,clean cloth,17.94,0.25,0.16002,warm edge,resident boundary,avatar first-person local sample,True,True
1731,97,riverbend,Ari,arrival court,kit alcove,distant-ahead,doorway shape,muffled river slap,mud thread,10.02,0.23,0.16092,neutral air,queued work,avatar first-person local sample,True,True
1732,97,roofward,Sera,warm lane,arrival court,distant-behind,doorway shape,muffled hinge ticks,thyme paper,18.9,0.3,0.15948,neutral air,queued work,avatar first-person local sample,True,True
1733,97,archive,Nia,memory desk,arrival court,distant-behind,doorway shape,muffled page flutter,wax seal,16.58,0.28,0.16434,warm edge,resident boundary,avatar first-person local sample,True,True
1734,97,signal,Ren,mast base,arrival court,near-left,oil lantern,rope creak,hot glass,9.36,0.29,0.16236,neutral air,queued work,avatar first-person local sample,True,True
1735,97,orchard,Ivo,market plank,seed lane,distant-behind,doorway shape,muffled seed rattle,mud reed,15.64,0.22,0.16092,neutral air,queued work,avatar first-person local sample,True,True
1736,97,repair_ring,Pax,arrival court,spark lane,distant-ahead,doorway shape,muffled cool fan,stone chalk,15.62,0.23,0.1611,neutral air,queued work,avatar first-person local sample,True,True
1737,97,riverbend,Ari,plank hall,kit alcove,distant-ahead,doorway shape,muffled cedar knock,warm oil,10.48,0.27,0.16236,neutral air,queued work,avatar first-person local sample,True,True
1738,97,roofward,Sera,ledger loft,arrival court,distant-behind,doorway shape,muffled paper hush,warm dust,19.36,0.25,0.16092,warm edge,queued work,avatar first-person local sample,True,True
1739,97,archive,Nia,arrival court,arrival court,co-present,signal spool,stone echo,cold dust,13.54,0.68,0.2411,wet sole,queued work,avatar first-person local sample,True,True
1740,97,signal,Ren,lantern walk,mast base,near-left,oil lantern,beacon pulse,lamp oil,9.82,0.28,0.15912,neutral air,queued work,avatar first-person local sample,True,True
1741,97,orchard,Ivo,satchel shed,seed lane,distant-behind,doorway shape,muffled roof drip,dry twine,16.1,0.26,0.16236,warm edge,queued work,avatar first-person local sample,True,True
1742,97,repair_ring,Pax,wire bench,spark lane,near-right,insulated tongs,bell hum,clean cloth,16.08,0.27,0.16002,neutral air,resident boundary,avatar first-person local sample,True,True
1743,97,riverbend,Ari,wet crossing,kit alcove,distant-ahead,doorway shape,muffled lantern tick,wet cedar,11.66,0.67,0.23912,wet sole,queued work,avatar first-person local sample,True,True
1744,97,roofward,Sera,sun sill,arrival court,distant-behind,doorway shape,muffled sun glass hum,polished brass,20.54,0.29,0.16236,warm edge,queued work,avatar first-person local sample,True,True
1745,97,archive,Nia,stone stacks,stone stacks,co-present,signal spool,page flutter,wax seal,14.72,0.25,0.16002,neutral air,resident boundary,avatar first-person local sample,True,True
1746,98,orchard,Ivo,mud row,seed lane,near-left,dry cord,roof drip,mud reed,14.38,0.65,0.23912,wet sole,queued work,avatar first-person local sample,True,True
1747,98,repair_ring,Pax,cool corner,spark lane,distant-behind,doorway shape,muffled cool fan,hot copper,17.86,0.27,0.1611,warm edge,resident boundary,avatar first-person local sample,True,True
