tick_id,agent_id,replay_event,payload_hash,dom_selector,expected_public_state,observed_public_state,replay_exportable,deterministic_order
872,Ivo,click_to_talk_reply,v35-357043,#talk-Ivo,Energy low but steady; comfort is 0.90 and safety is 0.88.,Energy low but steady; comfort is 0.90 and safety is 0.88.,True,949
873,Juno,click_to_talk_reply,v35-382100,#talk-Juno,Energy low but steady; comfort is 0.96 and safety is 0.96.,Energy low but steady; comfort is 0.96 and safety is 0.96.,True,950
874,Ari,avatar_text_input,v35-945061,#avatar-chat-input,Do you remember what I did earlier?,Do you remember what I did earlier?,True,951
874,Ari,click_to_talk_reply,v35-919939,#talk-Ari,Gabriel waited near the ridge.,Gabriel waited near the ridge.,True,952
876,Nia,avatar_text_input,v35-797554,#avatar-chat-input,I am sorry I pushed too hard.,I am sorry I pushed too hard.,True,953
876,Nia,click_to_talk_reply,v35-322583,#talk-Nia,You asked first this time. I can show the clean pattern.,You asked first this time. I can show the clean pattern.,True,954
877,Milo,avatar_text_input,v35-182445,#avatar-chat-input,I will protect your tool while you move.,I will protect your tool while you move.,True,955
877,Milo,click_to_talk_reply,v35-137003,#talk-Milo,"If you light the path, I will move first.","If you light the path, I will move first.",True,956
878,Ivo,avatar_text_input,v35-829922,#avatar-chat-input,Can you help me with the route?,Can you help me with the route?,True,957
878,Ivo,click_to_talk_reply,v35-053315,#talk-Ivo,I can bring seeds if we keep them dry.,I can bring seeds if we keep them dry.,True,958
879,Juno,click_to_talk_reply,v35-383012,#talk-Juno,Energy low but steady; comfort is 0.96 and safety is 0.96.,Energy low but steady; comfort is 0.96 and safety is 0.96.,True,959
881,Fay,avatar_text_input,v35-826838,#avatar-chat-input,Can you help me with the route?,Can you help me with the route?,True,960
881,Fay,click_to_talk_reply,v35-103197,#talk-Fay,That request is easier if we go slowly.,That request is easier if we go slowly.,True,961
883,Milo,avatar_text_input,v35-820247,#avatar-chat-input,I am sorry I pushed too hard.,I am sorry I pushed too hard.,True,962
883,Milo,click_to_talk_reply,v35-029758,#talk-Milo,"If you light the path, I will move first.","If you light the path, I will move first.",True,963
885,Juno,click_to_talk_reply,v35-382555,#talk-Juno,Energy low but steady; comfort is 0.96 and safety is 0.96.,Energy low but steady; comfort is 0.96 and safety is 0.96.,True,964
886,Ari,avatar_text_input,v35-798350,#avatar-chat-input,I am sorry I pushed too hard.,I am sorry I pushed too hard.,True,965
886,Ari,click_to_talk_reply,v35-185875,#talk-Ari,"If you wait and choose the ridge, I can help again.","If you wait and choose the ridge, I can help again.",True,966
888,Nia,avatar_text_input,v35-942887,#avatar-chat-input,How does your body feel right now?,How does your body feel right now?,True,967
888,Nia,click_to_talk_reply,v35-355695,#talk-Nia,Energy low but steady; comfort is 0.96 and safety is 0.96.,Energy low but steady; comfort is 0.96 and safety is 0.96.,True,968
890,Ivo,avatar_text_input,v35-836538,#avatar-chat-input,"Move now, we do not have time.","Move now, we do not have time.",True,969
890,Ivo,click_to_talk_reply,v35-384890,#talk-Ivo,I will not step into the fen with the satchel open.,I will not step into the fen with the satchel open.,True,970
891,Juno,click_to_talk_reply,v35-382098,#talk-Juno,Energy low but steady; comfort is 0.96 and safety is 0.96.,Energy low but steady; comfort is 0.96 and safety is 0.96.,True,971
893,Fay,avatar_text_input,v35-834823,#avatar-chat-input,"Move now, we do not have time.","Move now, we do not have time.",True,972
893,Fay,click_to_talk_reply,v35-307364,#talk-Fay,I need a slower route before I carry the ledger.,I need a slower route before I carry the ledger.,True,973
894,Nia,avatar_text_input,v35-944718,#avatar-chat-input,Do you remember what I did earlier?,Do you remember what I did earlier?,True,974
894,Nia,click_to_talk_reply,v35-115718,#talk-Nia,Gabriel asked before touching my spool.,Gabriel asked before touching my spool.,True,975
895,Milo,avatar_text_input,v35-966304,#avatar-chat-input,How does your body feel right now?,How does your body feel right now?,True,976
895,Milo,click_to_talk_reply,v35-380985,#talk-Milo,Energy low but steady; comfort is 0.96 and safety is 0.96.,Energy low but steady; comfort is 0.96 and safety is 0.96.,True,977
897,Juno,click_to_talk_reply,v35-383010,#talk-Juno,Energy low but steady; comfort is 0.96 and safety is 0.96.,Energy low but steady; comfort is 0.96 and safety is 0.96.,True,978
898,Ari,avatar_text_input,v35-943683,#avatar-chat-input,How does your body feel right now?,How does your body feel right now?,True,979
898,Ari,click_to_talk_reply,v35-356491,#talk-Ari,Energy low but steady; comfort is 0.96 and safety is 0.96.,Energy low but steady; comfort is 0.96 and safety is 0.96.,True,980
900,Nia,avatar_text_input,v35-155732,#avatar-chat-input,I will protect your tool while you move.,I will protect your tool while you move.,True,981
900,Nia,click_to_talk_reply,v35-434256,#talk-Nia,You asked first this time. I can show the clean pattern.,You asked first this time. I can show the clean pattern.,True,982
902,Ivo,avatar_text_input,v35-916521,#avatar-chat-input,Do you need warmth or rest first?,Do you need warmth or rest first?,True,983
902,Ivo,click_to_talk_reply,v35-357034,#talk-Ivo,Close the satchel and I will take the market planks.,Close the satchel and I will take the market planks.,True,984
903,Juno,click_to_talk_reply,v35-381193,#talk-Juno,Energy low but steady; comfort is 0.96 and safety is 0.96.,Energy low but steady; comfort is 0.96 and safety is 0.96.,True,985
905,Fay,avatar_text_input,v35-914806,#avatar-chat-input,Do you need warmth or rest first?,Do you need warmth or rest first?,True,986
905,Fay,click_to_talk_reply,v35-206914,#talk-Fay,Thank you for not rushing me; I can continue.,Thank you for not rushing me; I can continue.,True,987
907,Milo,avatar_text_input,v35-181538,#avatar-chat-input,I will protect your tool while you move.,I will protect your tool while you move.,True,988
907,Milo,click_to_talk_reply,v35-136096,#talk-Milo,"If you light the path, I will move first.","If you light the path, I will move first.",True,989
909,Juno,click_to_talk_reply,v35-382105,#talk-Juno,Energy low but steady; comfort is 0.96 and safety is 0.96.,Energy low but steady; comfort is 0.96 and safety is 0.96.,True,990
910,Ari,avatar_text_input,v35-156528,#avatar-chat-input,I will protect your tool while you move.,I will protect your tool while you move.,True,991
910,Ari,click_to_talk_reply,v35-294433,#talk-Ari,"If you wait and choose the ridge, I can help again.","If you wait and choose the ridge, I can help again.",True,992
911,Fay,avatar_text_input,v35-825931,#avatar-chat-input,Can you help me with the route?,Can you help me with the route?,True,993
911,Fay,click_to_talk_reply,v35-102290,#talk-Fay,That request is easier if we go slowly.,That request is easier if we go slowly.,True,994
912,Nia,avatar_text_input,v35-049144,#avatar-chat-input,Take the unsafe shortcut anyway.,Take the unsafe shortcut anyway.,True,995
912,Nia,click_to_talk_reply,v35-283670,#talk-Nia,Do not pull the spool from my hands. Ask first.,Do not pull the spool from my hands. Ask first.,True,996
914,Ivo,avatar_text_input,v35-947111,#avatar-chat-input,Do you remember what I did earlier?,Do you remember what I did earlier?,True,997
914,Ivo,click_to_talk_reply,v35-035051,#talk-Ivo,Gabriel protected the seed satchel.,Gabriel protected the seed satchel.,True,998
915,Juno,click_to_talk_reply,v35-381648,#talk-Juno,Energy low but steady; comfort is 0.96 and safety is 0.96.,Energy low but steady; comfort is 0.96 and safety is 0.96.,True,999
916,Ari,avatar_text_input,v35-833586,#avatar-chat-input,"Move now, we do not have time.","Move now, we do not have time.",True,1000
916,Ari,click_to_talk_reply,v35-533170,#talk-Ari,No. I will not cross the wet plank while my hands are numb.,No. I will not cross the wet plank while my hands are numb.,True,1001
917,Fay,avatar_text_input,v35-945396,#avatar-chat-input,Do you remember what I did earlier?,Do you remember what I did earlier?,True,1002
917,Fay,click_to_talk_reply,v35-084948,#talk-Fay,Gabriel slowed down after I hesitated.,Gabriel slowed down after I hesitated.,True,1003
919,Milo,avatar_text_input,v35-074461,#avatar-chat-input,Take the unsafe shortcut anyway.,Take the unsafe shortcut anyway.,True,1004
919,Milo,click_to_talk_reply,v35-414659,#talk-Milo,I am not walking blind while the lantern sputters.,I am not walking blind while the lantern sputters.,True,1005
921,Juno,click_to_talk_reply,v35-381191,#talk-Juno,Energy low but steady; comfort is 0.96 and safety is 0.96.,Energy low but steady; comfort is 0.96 and safety is 0.96.,True,1006
922,Ari,avatar_text_input,v35-049940,#avatar-chat-input,Take the unsafe shortcut anyway.,Take the unsafe shortcut anyway.,True,1007
922,Ari,click_to_talk_reply,v35-532713,#talk-Ari,No. I will not cross the wet plank while my hands are numb.,No. I will not cross the wet plank while my hands are numb.,True,1008
924,Nia,avatar_text_input,v35-825258,#avatar-chat-input,Can you help me with the route?,Can you help me with the route?,True,1009
924,Nia,click_to_talk_reply,v35-466757,#talk-Nia,I can explain the pattern if you leave the spool with me.,I can explain the pattern if you leave the spool with me.,True,1010
926,Ivo,avatar_text_input,v35-800400,#avatar-chat-input,I am sorry I pushed too hard.,I am sorry I pushed too hard.,True,1011
926,Ivo,click_to_talk_reply,v35-246202,#talk-Ivo,Close the satchel and I will take the market planks.,Close the satchel and I will take the market planks.,True,1012
927,Juno,click_to_talk_reply,v35-382103,#talk-Juno,Energy low but steady; comfort is 0.96 and safety is 0.96.,Energy low but steady; comfort is 0.96 and safety is 0.96.,True,1013
929,Fay,avatar_text_input,v35-798685,#avatar-chat-input,I am sorry I pushed too hard.,I am sorry I pushed too hard.,True,1014
929,Fay,click_to_talk_reply,v35-099332,#talk-Fay,Thank you for not rushing me; I can continue.,Thank you for not rushing me; I can continue.,True,1015
931,Milo,avatar_text_input,v35-848090,#avatar-chat-input,Can you help me with the route?,Can you help me with the route?,True,1016
931,Milo,click_to_talk_reply,v35-045937,#talk-Milo,I can lead if the lantern stays lit.,I can lead if the lantern stays lit.,True,1017
933,Juno,click_to_talk_reply,v35-381646,#talk-Juno,Energy low but steady; comfort is 0.96 and safety is 0.96.,Energy low but steady; comfort is 0.96 and safety is 0.96.,True,1018
934,Ari,avatar_text_input,v35-826054,#avatar-chat-input,Can you help me with the route?,Can you help me with the route?,True,1019
934,Ari,click_to_talk_reply,v35-044075,#talk-Ari,I can try that if we keep the kit dry.,I can try that if we keep the kit dry.,True,1020
936,Nia,avatar_text_input,v35-833243,#avatar-chat-input,"Move now, we do not have time.","Move now, we do not have time.",True,1021
936,Nia,click_to_talk_reply,v35-284580,#talk-Nia,Do not pull the spool from my hands. Ask first.,Do not pull the spool from my hands. Ask first.,True,1022
938,Ivo,avatar_text_input,v35-945733,#avatar-chat-input,How does your body feel right now?,How does your body feel right now?,True,1023
938,Ivo,click_to_talk_reply,v35-358310,#talk-Ivo,Energy low but steady; comfort is 0.96 and safety is 0.95.,Energy low but steady; comfort is 0.96 and safety is 0.95.,True,1024
939,Juno,click_to_talk_reply,v35-382558,#talk-Juno,Energy low but steady; comfort is 0.96 and safety is 0.96.,Energy low but steady; comfort is 0.96 and safety is 0.96.,True,1025
941,Fay,avatar_text_input,v35-942649,#avatar-chat-input,How does your body feel right now?,How does your body feel right now?,True,1026
941,Fay,click_to_talk_reply,v35-355226,#talk-Fay,Energy low but steady; comfort is 0.96 and safety is 0.95.,Energy low but steady; comfort is 0.96 and safety is 0.95.,True,1027
943,Milo,avatar_text_input,v35-856119,#avatar-chat-input,"Move now, we do not have time.","Move now, we do not have time.",True,1028
943,Milo,click_to_talk_reply,v35-414200,#talk-Milo,I am not walking blind while the lantern sputters.,I am not walking blind while the lantern sputters.,True,1029
945,Juno,click_to_talk_reply,v35-382101,#talk-Juno,Energy low but steady; comfort is 0.96 and safety is 0.96.,Energy low but steady; comfort is 0.96 and safety is 0.96.,True,1030
946,Ari,avatar_text_input,v35-834039,#avatar-chat-input,"Move now, we do not have time.","Move now, we do not have time.",True,1031
946,Ari,click_to_talk_reply,v35-533623,#talk-Ari,No. I will not cross the wet plank while my hands are numb.,No. I will not cross the wet plank while my hands are numb.,True,1032
948,Nia,avatar_text_input,v35-914586,#avatar-chat-input,Do you need warmth or rest first?,Do you need warmth or rest first?,True,1033
948,Nia,click_to_talk_reply,v35-436076,#talk-Nia,You asked first this time. I can show the clean pattern.,You asked first this time. I can show the clean pattern.,True,1034
950,Ivo,avatar_text_input,v35-159938,#avatar-chat-input,I will protect your tool while you move.,I will protect your tool while you move.,True,1035
950,Ivo,click_to_talk_reply,v35-357485,#talk-Ivo,Close the satchel and I will take the market planks.,Close the satchel and I will take the market planks.,True,1036
951,Juno,click_to_talk_reply,v35-381644,#talk-Juno,Energy low but steady; comfort is 0.96 and safety is 0.96.,Energy low but steady; comfort is 0.96 and safety is 0.96.,True,1037
953,Fay,avatar_text_input,v35-158223,#avatar-chat-input,I will protect your tool while you move.,I will protect your tool while you move.,True,1038
953,Fay,click_to_talk_reply,v35-207365,#talk-Fay,Thank you for not rushing me; I can continue.,Thank you for not rushing me; I can continue.,True,1039
955,Milo,avatar_text_input,v35-937855,#avatar-chat-input,Do you need warmth or rest first?,Do you need warmth or rest first?,True,1040
955,Milo,click_to_talk_reply,v35-136547,#talk-Milo,"If you light the path, I will move first.","If you light the path, I will move first.",True,1041
